,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords,latitude,longitude,longtitude
77,151, So they didnt drop my bag overnight amp now Im leaving for a week This is why you were supposed to hold on to the bag,,2015-02-24 06:12:23 -0800,"Boulder, CO",0.0,0.08,0.92,0.2681,"['didnt', 'drop', 'bag', 'overnight', 'leaving', 'week', 'supposed', 'hold', 'bag']",didnt drop bag overnight leaving week supposed hold bag,0.0,0.0, baggage,40.0149856,-105.2705456,0.0
78,152, I did DM the details but still no response I have to book today,,2015-02-24 06:08:19 -0800,"Princeton, NJ",0.203,0.0,0.797,-0.4215,"['dm', 'detail', 'still', 'response', 'book', 'today']",dm detail still response book today,0.0,0.0, online,40.3492744,-74.6592958,0.0
79,153, I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours ,,2015-02-24 06:04:03 -0800,,0.071,0.0,0.929,-0.1531,"['know', 'probably', 'way', 'get', 'cheaper', 'airfare', 'ticket', 'leaving', 'hour']",know probably way get cheaper airfare ticket leaving hour,0.0,0.0, ticketing_billing,,,0.0
80,155, not able to DM you my confirmation number,,2015-02-24 05:44:06 -0800,,0.0,0.157,0.843,0.0772,"['able', 'dm', 'confirmation', 'number']",able dm confirmation number,0.5,0.625, online,,,0.0
81,156, Ive sent the message let me know if you got it Im not very twitterliterate Also is he REALLY going to be stuck for 18hrs,,2015-02-24 05:42:16 -0800,,0.077,0.0,0.9229999999999999,-0.25,"['ive', 'sent', 'message', 'let', 'know', 'got', 'twitterliterate', 'also', 'really', 'going', 'stuck', 'hr']",ive sent message let know got twitterliterate also really going stuck hr,0.2,0.2, delay,,,0.0
82,157, very unhappy at no response to complaint emailed on 2nd Feb ref8441639 Awful customer service,,2015-02-24 05:38:03 -0800,Larne,0.494,0.0,0.506,-0.8676,"['unhappy', 'response', 'complaint', 'emailed', 'nd', 'feb', 'ref', 'awful', 'customer', 'service']",unhappy response complaint emailed nd feb ref awful customer service,-0.6333333333333333,0.7000000000000001, staff,54.8508458,-5.8183116,0.0
83,158, DM does not work what do I do,,2015-02-24 05:35:10 -0800,,0.0,0.0,1.0,0.0,"['dm', 'work']",dm work,0.0,0.0, online,,,0.0
84,160, we were not given the option of using our United TravelBank in a recent Flight Booking Problems Any help in using or recouping these funds Thanks,,2015-02-24 05:22:48 -0800,Southern California,0.084,0.262,0.654,0.6908,"['given', 'option', 'using', 'travelbank', 'recent', 'booking', 'problem', 'help', 'using', 'recouping', 'fund', 'thanks']",given option using travelbank recent booking problem help using recouping fund thanks,0.1,0.225, compliment,34.0224149,-118.286344073446,0.0
85,161, common keep your paper work ready and dont delay our flights1585and meetings ,,2015-02-24 05:21:04 -0800,"Chicago, IL, USA",0.0,0.309,0.691,0.5365,"['common', 'keep', 'paper', 'work', 'ready', 'dont', 'delay', 'flightsand', 'meeting']",common keep paper work ready dont delay flightsand meeting,-0.04999999999999999,0.5, delay,41.8755616,-87.6244212,0.0
86,163, yep thats correct I got an email at 1230 am that the flight was Cancelled Flightled doesnt matter now flight into atl is delayed thx,,2015-02-24 05:17:43 -0800,,0.17300000000000001,0.16399999999999998,0.6629999999999999,0.1842,"['yep', 'thats', 'correct', 'got', 'email', 'cancelled', 'flightled', 'doesnt', 'matter', 'atl', 'delayed', 'thx']",yep thats correct got email cancelled flightled doesnt matter atl delayed thx,0.0,0.0, compliment delay cancellation,,,0.0
87,164, 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,,2015-02-24 05:14:27 -0800,,0.10800000000000001,0.092,0.8,-0.1027,"['k', 'problem', 'getting', 'fll', 'iah', 'sent', 'dm', 'making', 'connection', 'please', 'let', 'know']",k problem getting fll iah sent dm making connection please let know,0.0,0.0, online connection,,,0.0
88,166, thanks just sent ,,2015-02-24 05:06:04 -0800,searching for coffee,0.0,0.5920000000000001,0.408,0.4404,"['thanks', 'sent']",thanks sent,0.2,0.2, compliment,,,0.0
89,167, Im grounded in Montreal with ua3659 I am missing my connection ua3417 to St Louis Can you helpDo you have a private jet for me,,2015-02-24 04:57:30 -0800,,0.091,0.0,0.909,-0.29600000000000004,"['grounded', 'montreal', 'missing', 'connection', 'st', 'louis', 'helpdo', 'private', 'jet']",grounded montreal missing connection st louis helpdo private jet,-0.1,0.2125, connection,,,0.0
90,171, how does it get Cancelled Flightled 10 hours before take off,,2015-02-24 04:46:55 -0800,,0.16699999999999998,0.0,0.833,-0.25,"['get', 'cancelled', 'flightled', 'hour', 'take']",get cancelled flightled hour take,0.0,0.0, cancellation,,,0.0
91,174, Im seeking to go 2 client Bc u cant get me there I need refund I filled out form not confident it works if past is an indication,,2015-02-24 04:37:08 -0800,,0.10300000000000001,0.0,0.897,-0.3875,"['seeking', 'go', 'client', 'bc', 'cant', 'get', 'need', 'refund', 'filled', 'form', 'confident', 'work', 'past', 'indication']",seeking go client bc cant get need refund filled form confident work past indication,0.21666666666666667,0.6611111111111111, refund,,,0.0
92,176, has unrivalled access to California with flights to the US from 7 UK airports with nonstop or onestop connections yearround,,2015-02-24 04:20:21 -0800,Glasgow,0.0,0.0,1.0,0.0,"['unrivalled', 'access', 'california', 'flight', 'u', 'uk', 'airport', 'nonstop', 'onestop', 'connection', 'yearround']",unrivalled access california flight u uk airport nonstop onestop connection yearround,0.0,0.0, connection,55.8611389,-4.2501672,0.0
93,177, booked award tix on ThaiAirways but Im not seeing a conf for them just the United Flight Booking Problems Can you get get the Thai for me,,2015-02-24 04:19:55 -0800,searching for coffee,0.109,0.183,0.708,0.34,"['booked', 'award', 'tix', 'thaiairways', 'seeing', 'conf', 'booking', 'problem', 'get', 'get', 'thai']",booked award tix thaiairways seeing conf booking problem get get thai,0.0,0.0, ticketing_billing,,,0.0
94,179, checking to see why flight 3466 atlord got Cancelled Flighted,,2015-02-24 03:50:10 -0800,,0.182,0.0,0.818,-0.25,"['checking', 'see', 'atlord', 'got', 'cancelled', 'flighted']",checking see atlord got cancelled flighted,0.0,0.0, cancellation,,,0.0
95,184, Why do I have to pay  17 for wifi with an international business ticket  pennypincher,,2015-02-24 03:42:48 -0800,,0.09699999999999999,0.0,0.903,-0.1027,"['pay', 'wifi', 'international', 'business', 'ticket', 'pennypincher']",pay wifi international business ticket pennypincher,0.0,0.0, ticketing_billing,,,0.0
96,186, kudos for not Cancelled Flightling flights from DFW this morning   United usually first to panic,,2015-02-24 03:29:22 -0800,,0.149,0.354,0.49700000000000005,0.5484,"['kudos', 'cancelled', 'flightling', 'flight', 'dfw', 'morning', 'usually', 'first', 'panic']",kudos cancelled flightling flight dfw morning usually first panic,0.25,0.3333333333333333, cancellation,,,0.0
97,187, AND my luggage has been broken youcouldntmakethis up brokenwheel,,2015-02-24 03:26:30 -0800,London baby,0.27899999999999997,0.0,0.721,-0.4767,"['luggage', 'broken', 'youcouldntmakethis', 'brokenwheel']",luggage broken youcouldntmakethis brokenwheel,-0.4,0.4, baggage,48.3955294,3.3427924,0.0
98,191, another awesome new plane flight 1584 and extremely nice Captain Steve Connolly,,2015-02-24 03:02:44 -0800,,0.0,0.418,0.5820000000000001,0.8016,"['another', 'awesome', 'new', 'plane', 'extremely', 'nice', 'captain', 'steve', 'connolly']",another awesome new plane extremely nice captain steve connolly,0.5787878787878787,0.8181818181818182, staff,,,0.0
99,193, I hadnt filed a refund claim as I was told there was no charge by your DM This is disputed by my bank hence why I would like12,,2015-02-24 02:57:27 -0800,Nottingham,0.17300000000000001,0.0,0.8270000000000001,-0.5574,"['hadnt', 'filed', 'refund', 'claim', 'told', 'charge', 'dm', 'disputed', 'bank', 'hence', 'would', 'like']",hadnt filed refund claim told charge dm disputed bank hence would like,0.0,0.0, refund online,52.9534161,-1.1492773,0.0
100,194, did  bags make it on the flight out of iad second day without clothes is pretty inconvenient Were pretty curious UnitedAirlines,,2015-02-24 02:56:50 -0800,"mentor, Ohio",0.284,0.085,0.631,-0.6549,"['bag', 'make', 'iad', 'second', 'day', 'without', 'clothes', 'pretty', 'inconvenient', 'pretty', 'curious', 'unitedairlines']",bag make iad second day without clothes pretty inconvenient pretty curious unitedairlines,-0.04,0.8, baggage,41.6661573,-81.339552,0.0
101,196, hence why Ive been asking for the customer service phone number so I can speak to a real person to get this sorted out,,2015-02-24 02:55:36 -0800,Nottingham,0.0,0.057999999999999996,0.9420000000000001,0.0772,"['hence', 'ive', 'asking', 'customer', 'service', 'phone', 'number', 'speak', 'real', 'person', 'get', 'sorted']",hence ive asking customer service phone number speak real person get sorted,0.2,0.30000000000000004, staff,52.9534161,-1.1492773,0.0
102,197, did our bags leave Washington yet That would be convenient seeing as we left there a day ago UnitedAirlines lostluggage,,2015-02-24 02:47:12 -0800,"mentor, Ohio",0.062,0.0,0.938,-0.0516,"['bag', 'leave', 'washington', 'yet', 'would', 'convenient', 'seeing', 'left', 'day', 'ago', 'unitedairlines', 'lostluggage']",bag leave washington yet would convenient seeing left day ago unitedairlines lostluggage,0.0,0.0, baggage,41.6661573,-81.339552,0.0
103,199, according to your DMs Im not owed a refund please may I be provided with a contact number before I go to my bank to file claim,,2015-02-24 02:33:12 -0800,Nottingham,0.081,0.054000000000000006,0.866,-0.1685,"['according', 'dm', 'owed', 'refund', 'please', 'may', 'provided', 'contact', 'number', 'go', 'bank', 'file', 'claim']",according dm owed refund please may provided contact number go bank file claim,0.0,0.0, refund online,52.9534161,-1.1492773,0.0
104,200, about 3 hours ago I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere,,2015-02-24 02:16:53 -0800,,0.0,0.0,1.0,0.0,"['hour', 'ago', 'need', 'work', 'bag', 'make', 'hotel', 'time', 'need', 'go', 'elsewhere']",hour ago need work bag make hotel time need go elsewhere,0.0,0.0, baggage,,,0.0
105,201, Okay thank you,,2015-02-24 02:14:18 -0800,,0.0,0.815,0.185,0.5267,"['okay', 'thank']",okay thank,0.5,0.5, compliment,,,0.0
106,202, Ive filed the claim but have no way of calling for updates Is there another way to do this,,2015-02-24 02:09:44 -0800,,0.135,0.0,0.865,-0.4215,"['ive', 'filed', 'claim', 'way', 'calling', 'update', 'another', 'way']",ive filed claim way calling update another way,0.0,0.0, refund,,,0.0
107,203, pls properly train your agents Requested to speak to 1k customer service amp was transferred to a dead end Not even open at this hr,,2015-02-24 02:08:08 -0800,Seoul City to LA,0.156,0.047,0.797,-0.6124,"['pls', 'properly', 'train', 'agent', 'requested', 'speak', 'k', 'customer', 'service', 'transferred', 'dead', 'end', 'even', 'open', 'hr']",pls properly train agent requested speak k customer service transferred dead end even open hr,-0.06666666666666668,0.3333333333333333, staff,37.5495568,127.040515622304,0.0
108,204, Thanks for remembering to load my bag onto my connecting flight Oh wait you forgot Iceland should be fun with no clothes,,2015-02-24 01:56:45 -0800,,0.08,0.226,0.693,0.6124,"['thanks', 'remembering', 'load', 'bag', 'onto', 'connecting', 'oh', 'wait', 'forgot', 'iceland', 'fun', 'clothes']",thanks remembering load bag onto connecting oh wait forgot iceland fun clothes,0.25,0.2, compliment delay baggage,,,0.0
109,205, Thank you for the cheese platter and abundance of entertainment options Time just flew by,,2015-02-24 01:56:17 -0800,"New York City, NY",0.0,0.29,0.71,0.6486,"['thank', 'cheese', 'platter', 'abundance', 'entertainment', 'option', 'time', 'flew']",thank cheese platter abundance entertainment option time flew,0.0,0.0, compliment,40.7127281,-74.0060152,0.0
110,206, customer service is atrocious You have disrupted my travel plans you have lost my luggage and it is impossible to TALK TO A HUMAN,,2015-02-24 01:55:40 -0800,"iPhone: 55.946030,-3.189382",0.095,0.0,0.905,-0.3182,"['customer', 'service', 'atrocious', 'disrupted', 'travel', 'plan', 'lost', 'luggage', 'impossible', 'talk', 'human']",customer service atrocious disrupted travel plan lost luggage impossible talk human,-0.4555555555555556,0.7000000000000001, staff baggage,,,0.0
111,209, has not responded to my various requests for contact numbers does anyone know the UK customer service number for UnitedAirlines,,2015-02-24 01:22:06 -0800,Nottingham,0.0,0.064,0.9359999999999999,0.0772,"['responded', 'various', 'request', 'contact', 'number', 'anyone', 'know', 'uk', 'customer', 'service', 'number', 'unitedairlines']",responded various request contact number anyone know uk customer service number unitedairlines,0.0,0.5, staff,52.9534161,-1.1492773,0.0
112,210, how we looking on getting those bags to Lusaka,,2015-02-24 00:51:43 -0800,"mentor, Ohio",0.0,0.0,1.0,0.0,"['looking', 'getting', 'bag', 'lusaka']",looking getting bag lusaka,0.0,0.0, baggage,41.6661573,-81.339552,0.0
113,211, Could you update me on the suitcase please The online and phone tracking told me nothing I was told Id have it back yesterday,,2015-02-24 00:48:01 -0800,,0.0,0.095,0.905,0.3182,"['could', 'update', 'suitcase', 'please', 'online', 'phone', 'tracking', 'told', 'nothing', 'told', 'id', 'back', 'yesterday']",could update suitcase please online phone tracking told nothing told id back yesterday,0.0,0.0, baggage,,,0.0
114,212, thank you Been trying for two days to set this up,,2015-02-24 00:44:42 -0800,,0.0,0.2,0.8,0.3612,"['thank', 'trying', 'two', 'day', 'set']",thank trying two day set,0.0,0.0, compliment,,,0.0
115,215, Any luck with finalizing my reservation I DMd information to you Please let me know what else you need Want to confirm ASAP Thx,,2015-02-24 00:18:04 -0800,,0.0,0.324,0.6759999999999999,0.7964,"['luck', 'finalizing', 'reservation', 'dmd', 'information', 'please', 'let', 'know', 'else', 'need', 'want', 'confirm', 'asap', 'thx']",luck finalizing reservation dmd information please let know else need want confirm asap thx,0.0,0.0, compliment,,,0.0
116,218, thanx so much You followed through and emailed me a 1000 ticket voucher unitedairlines they do care,,2015-02-23 23:28:00 -0800,bonkers in Yonkers,0.0,0.17600000000000002,0.8240000000000001,0.4939,"['thanx', 'much', 'followed', 'emailed', 'ticket', 'voucher', 'unitedairlines', 'care']",thanx much followed emailed ticket voucher unitedairlines care,0.2,0.2, ticketing_billing,,,0.0
117,221, keep me updated Let me know that the bags make the flight to jburg,,2015-02-23 23:20:45 -0800,"mentor, Ohio",0.0,0.0,1.0,0.0,"['keep', 'updated', 'let', 'know', 'bag', 'make', 'jburg']",keep updated let know bag make jburg,0.0,0.0, baggage,41.6661573,-81.339552,0.0
118,223, thanks United I understand that But he would actually like his own bag back What have you done with it He also wants the money,,2015-02-23 23:13:15 -0800,"Brighton, UK
",0.0,0.253,0.747,0.7269,"['thanks', 'understand', 'would', 'actually', 'like', 'bag', 'back', 'done', 'also', 'want', 'money']",thanks understand would actually like bag back done also want money,0.06666666666666668,0.10000000000000002, compliment baggage,50.8220399,-0.1374061,0.0
119,224, frankly worse customer service ever Problems will happen how you deal defines a company Never again United,,2015-02-23 23:01:11 -0800,,0.385,0.0,0.615,-0.7982,"['frankly', 'worse', 'customer', 'service', 'ever', 'problem', 'happen', 'deal', 'defines', 'company', 'never']",frankly worse customer service ever problem happen deal defines company never,-0.4,0.6, staff,,,0.0
