,text,tweet_coord,tweet_created,tweet_location
240, But they are not lady one phone says its in tel aviv Tel Aviv united says its in Newark No one knows and I have nothing,,2015-02-23 22:18:24 -0800,"San Francisco, CA"
241,  Well see what we can do KN We are running Most of this plane is running Thanks for the help,,2015-02-23 22:16:43 -0800,"Washington, DC"
242, yes but still now answers Many have not had their luggage for 3 days Unacceptable,,2015-02-23 22:16:18 -0800,New Jersey
243, what is that going to do for you Nothing just like you always do,,2015-02-23 22:15:37 -0800,Iowa
244, I sent in my feedback  Thank you,,2015-02-23 22:07:36 -0800,
245, plus what about food And taxis,,2015-02-23 22:03:59 -0800,"Ottawa, Canada"
246, you are offering us 8 rooms for 32 people FAIL,,2015-02-23 22:03:24 -0800,"Ottawa, Canada"
247, 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,,2015-02-23 21:58:31 -0800,"Ottawa, Canada"
248, The bright side would be keeping the promise that was made to me Hope youre having a good night Thanks,,2015-02-23 21:57:37 -0800,"Boulder, CO"
249, yes I do,,2015-02-23 21:55:50 -0800,"Madison, NJ"
250, I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything fail,,2015-02-23 21:55:39 -0800,"Ottawa, Canada"
251, on 4124 arriving two hours Late Flight into CLT Now sitting on the tarmac while they move a plane from the gate Unhappy customer,,2015-02-23 21:46:34 -0800,
252, airlines is the absolute worst They have no idea what they are doing neveragain UnitedAirlines,"[32.86680572, -80.01338439]",2015-02-23 21:43:11 -0800,"Rochester, NY"
253, Thanks might want to fix this line Our Customer Care team is currently responding to most inquiries within 710 business days,,2015-02-23 21:42:39 -0800,Chicago / Orlando / airplanes
254, we just flew with United from AUS Austin Bergstrom to Cancun Intl Best flight ever The 737s are not too big Not too small,,2015-02-23 21:38:53 -0800,
255, its frustrating as a frequent flyer loyal since Continental Upgrade equals paying 3 times or more on top of purchase ticket,,2015-02-23 21:37:35 -0800,"Madison, NJ"
256, Deep Vein thrombosis,,2015-02-23 21:29:38 -0800,"Madison, NJ"
257, at its worse Cant figure how to pack plane screws up connectns then claims no hotl rooms in San Fran for stranded pax Way to go,,2015-02-23 21:27:56 -0800,
258, 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night  hou airport Wtf ,,2015-02-23 21:27:22 -0800,CORGaming@cellucor.com
259,Hey  why does the flight from IAH to POS leave so Late Flight and the one back to IAH so early I rather get to POS earlier,,2015-02-23 21:25:46 -0800,
260, Lost bag process is broken Agent promised theyd call amp hold my bag when found Now theyre waking me at 3am w delivery fail,,2015-02-23 21:21:52 -0800,"Boulder, CO"
261, the people at the counter have been very helpful As you can see nobody is there Flight to Austin 1055 and still sitting here,,2015-02-23 21:21:26 -0800,Iowa
262, unfortunately still on the Tarmac at  and definitely missing my ride from  GonnaBeALongNight,"[41.9785651, -87.90833965]",2015-02-23 21:21:08 -0800,
263,  We regret to hear this Please let us know if you need assistance KN I was finally able to secure my seat Thx,,2015-02-23 21:17:26 -0800,Texas
264, what time does check in open for flight no UA80 from Manchester to Newark today ,"[53.36729431, -2.27861694]",2015-02-23 21:12:59 -0800,
265, good to know you will open the closed doors for premier passengers after safety briefings on delayed flights annoyed,"[41.98202331, -87.90374263]",2015-02-23 21:06:51 -0800,
266, DM sent,,2015-02-23 21:06:11 -0800,"WX report for 41 Mile, Hwy 50"
267, yea get me to phoenix already Delays all day with you people Its bullshit,,2015-02-23 21:05:08 -0800,
268, If its any consolation your staff was stellar Just not the hour delays I encountered with every one of my 4 flights,,2015-02-23 21:03:02 -0800,Missouri
269, flight ua3576 gate b1 And tell ray I somehow made it on to the 736 flight out of IAH and didnt have to wait for the 917 one ,,2015-02-23 21:02:44 -0800,
270, thats unfortunate The  was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,,2015-02-23 20:59:40 -0800,NYC
271, But thanks for asking,,2015-02-23 20:59:30 -0800,San Francisco
272, Lost bags Cancelled Flightled flights Delhi call centers Poor United staff spread thin and stressed You name it,,2015-02-23 20:58:57 -0800,San Francisco
273, Yes Doesnt make that mistake any less absurd Doesnt change the fact that Im very inconveniently missing my luggage tonight,,2015-02-23 20:57:23 -0800,NY
274, Im constantly having challenges with upgrades amp charges In order to prevent DVT I have to pay an addtl 180 ,,2015-02-23 20:52:47 -0800,"Madison, NJ"
275, In ORD waited 20 min after crew members left before gate items came Flight attendant sarcastically said good luck and walked away,,2015-02-23 20:50:48 -0800,
276, Follow me back please and Ill happily DM you the link because Id rather not share my travel plans publicly,,2015-02-23 20:50:40 -0800,"Brooklyn, NY"
277, you too,,2015-02-23 20:49:28 -0800,
278, is my favorite airline,,2015-02-23 20:49:04 -0800,"New York City, NY"
279, seriously fail on making strangers share a room,,2015-02-23 20:47:29 -0800,"Ottawa, Canada"
280, mcintosh68 nah you wouldnt,,2015-02-23 20:46:13 -0800,[Colorado]
281, we needed them here asap Will they make it on todays flight,,2015-02-23 20:43:32 -0800,"mentor, Ohio"
282, agent split up my reservation Now cant Cancelled Flight and refund credit for 2wks Why,,2015-02-23 20:43:28 -0800,
283, Our vacations going to be ruined w 3 days of rain   The change fee for 2 of us is nearly cost of original flight Can you help,"[37.7994546, -122.427629]",2015-02-23 20:42:54 -0800,"San Francisco, CA"
284, I sent the message Let me know ASAP,,2015-02-23 20:42:07 -0800,
285, why would they make me share a room,,2015-02-23 20:40:44 -0800,"Ottawa, Canada"
286, tried calling too but w25 min phn wait means wed miss options anyway,,2015-02-23 20:36:46 -0800,"WX report for 41 Mile, Hwy 50"
287, can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego Pretty please,,2015-02-23 20:36:06 -0800,"Washington, DC"
288, were still waiting to find out your rep is working hard  most upset about having to wait to tomorrow pm to get to mammoth,,2015-02-23 20:36:01 -0800,"Ottawa, Canada"
289, for an early flt I think a call is appropriate Yes reviewed and nada avail until next day Expect full refund,,2015-02-23 20:35:30 -0800,"WX report for 41 Mile, Hwy 50"
290, i understand thanks,,2015-02-23 20:35:27 -0800,
291, again I ask who can I call to get this fixed Tweeting me BS questions to stall only makes things worse Phone number please,,2015-02-23 20:34:16 -0800,
292, Yo yo yo stuck on the tarmac for over 2 hours at   Going to miss my ride at  help please HelpImStuck United,"[41.97777091, -87.90782014]",2015-02-23 20:33:29 -0800,
293, its highly unprofessional for you to overbook a flight by 12 seats ampfeel that I should rearrange my schedule for your mismanagement,,2015-02-23 20:32:54 -0800,Texas
294, well considering every agent before claimed they were unable to help with everything else why waste more time to hear call corp,,2015-02-23 20:32:16 -0800,
295, man I cant wait to book my ticket now Thanks JP youre a life sabe,,2015-02-23 20:32:12 -0800,Colorado
296, Ice which I totally understand But when a large number of us are facing 15 hours of time and overnight Cancelled Flightations it seems like,,2015-02-23 20:28:45 -0800,
297, flt 1249 Cancelled Flightled and I get email 30 AM What happened to courtesy phn call Had to book diff airline amp city,,2015-02-23 20:24:38 -0800,"WX report for 41 Mile, Hwy 50"
298, tag numbers 0016 964012 0016 964077 0016 964078  lets find these bags,,2015-02-23 20:16:53 -0800,"mentor, Ohio"
299, better train your support staff with appropriate decorum consider revisiting your terrible provide a death certificate policy,,2015-02-23 20:16:46 -0800,"San Francisco, CA"
300, Well the bar is set low You guys are really good at the apology game What will change When will u guys learn,"[41.88298649, -87.63403627]",2015-02-23 20:15:46 -0800,"Chicago, IL"
301, My post was just more of disappointment  Im a frequent United flyer it was a simple   1 bad apple doesnt spoil the bunch,,2015-02-23 20:13:20 -0800,"Rocklin, CA"
302, you guys continue to impress me in Houston ,,2015-02-23 20:12:29 -0800,Iowa
303, I have no way of making phones calls Need to handle via Twitteremailweb Thank you,,2015-02-23 20:09:09 -0800,
304, Please help I am in Ethiopia adopting a two year old child Have an existing confirmation  Need to add child to reservation,,2015-02-23 20:06:30 -0800,
305, questionare there onboad 110 volt outlets in all planes If so where,"[35.8056542, -78.786848]",2015-02-23 20:05:30 -0800,Alphen aan den Rijn
306, Your website deserves a new design html5 FTW,,2015-02-23 20:03:27 -0800,Singapore
307, thanks for effing up our holidays  were missing a full day of skiing due to your baggage teams incompetence at ,,2015-02-23 20:01:03 -0800,"Ottawa, Canada"
308, Twitter isnt letting me DM you,,2015-02-23 19:54:32 -0800,
309, I hope so too,,2015-02-23 19:51:21 -0800,
310, agent helps the person in front of me  Finishes up with them and then walks away  The guy behind me is as shocked as I am,,2015-02-23 19:47:44 -0800,"Rocklin, CA"
311, Connection at ORD was on the exact same plane again Checked carryon was apparently taken off amp left in Chicago Pretty ridiculous,,2015-02-23 19:46:22 -0800,NY
312, Not encouraged that Ill have my CPAP tonight,,2015-02-23 19:45:57 -0800,"Westerville, Ohio"
313, Yes Did file a claim as soon as the carousel stopped without my bag on it Got an email that its found but not sched for delivery,,2015-02-23 19:44:52 -0800,"Westerville, Ohio"
314, an idea monitor mileage members travel patterns enough to know when they change jobslose statusand make the transition easier,,2015-02-23 19:44:11 -0800,Pacific Northwest
315,  Delay DENCLE because they have to manually enter baggage tags Really Worst cust service day for this 1ker friendlyskies,,2015-02-23 19:43:27 -0800,"Cleveland, OH"
316, Why tell us flight is delayed then tell us its on time again with 20 min to spare Dont say its delayed unless youre sure,"[33.9411179, -118.3972405]",2015-02-23 19:43:13 -0800,"Hermosa Beach, CA"
317, yes in Lusaka Zambia My guess is the bags never made the plane at IAD,,2015-02-23 19:38:08 -0800,"mentor, Ohio"
318, where is my flight voucher,,2015-02-23 19:37:50 -0800,
319, Late Flight to Denver Late Flight to Newarklets not even get into the disaster that was checking bags Unacceptable,,2015-02-23 19:33:12 -0800,
320, has once again let me down Dont think Ive ever flown with them and not had problems Worst airline period,,2015-02-23 19:33:02 -0800,"Los Vancouver, CA"
321, yes I filed a claim amp hope to receive by luggage by 2am Ridiculous as I had to purchase items to go to sleep amp no reimbursement,,2015-02-23 19:32:02 -0800,
322, UA938 ORDLHR  bags are being loaded 30min Late Flight Frigid air into cabin Plane feels like falling apart Upgrade long haul fleet,,2015-02-23 19:31:32 -0800,Broad & Pattison
323, Flight attendant never served me my beverage tea and not once checked up on me What gives ua6076 notcool,,2015-02-23 19:30:38 -0800,Cornfields
324, load balancing system apparently down systemwide  major impact on all united airlines flights Was this a cyberattack,,2015-02-23 19:23:09 -0800,
325, After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PBampJ sandwich,"[41.98191311, -87.80888924]",2015-02-23 19:21:47 -0800,"Chicago, IL"
326,  spent hundreds to rectify the situation and you guys go quiet,,2015-02-23 19:16:15 -0800,
327, UA276 sitting at EWR nearly an hour after sked  Pilot says computers down but no clue when we will leave  Can you help,,2015-02-23 19:16:06 -0800,
328,  so thats it It just ends there Come on I traveled for literally an extra day and a half because of this,,2015-02-23 19:15:57 -0800,
329, Made the upgrade list Will fly 1st tomorrow for 40 min for the first time ever  StatusMatchPaidOff ,,2015-02-23 19:13:48 -0800,
